model,seed,arm,budget,turn,input_tok,peak_tok,latency_s
llama3.2:1b,1,truncate,700,0,463,305,2.771377
llama3.2:1b,1,truncate,700,1,832,550,12.593028
llama3.2:1b,1,truncate,700,2,852,562,12.288714
llama3.2:1b,1,truncate,700,3,864,568,12.017957
llama3.2:1b,1,truncate,700,4,876,576,12.547599
llama3.2:1b,1,truncate,700,5,895,588,12.526605
llama3.2:1b,1,truncate,700,6,913,599,12.527047
llama3.2:1b,1,truncate,700,7,932,611,13.00794
llama3.2:1b,2,truncate,700,0,463,306,2.869876
llama3.2:1b,2,truncate,700,1,832,551,11.912872
llama3.2:1b,2,truncate,700,2,851,562,12.159866
llama3.2:1b,2,truncate,700,3,861,567,12.153126
llama3.2:1b,2,truncate,700,4,872,574,12.849148
llama3.2:1b,2,truncate,700,5,893,586,12.878265
llama3.2:1b,2,truncate,700,6,913,599,11.979752
llama3.2:1b,2,truncate,700,7,932,611,13.196763
llama3.2:1b,3,truncate,700,0,463,306,2.829925
llama3.2:1b,3,truncate,700,1,832,551,12.257304
llama3.2:1b,3,truncate,700,2,853,563,12.15336
llama3.2:1b,3,truncate,700,3,863,569,12.420944
llama3.2:1b,3,truncate,700,4,874,576,12.971347
llama3.2:1b,3,truncate,700,5,893,587,11.985706
llama3.2:1b,3,truncate,700,6,911,598,12.590762
llama3.2:1b,3,truncate,700,7,930,609,12.190851
llama3.2:1b,4,truncate,700,0,463,305,2.861243
llama3.2:1b,4,truncate,700,1,832,550,12.702322
llama3.2:1b,4,truncate,700,2,850,561,12.729508
llama3.2:1b,4,truncate,700,3,859,567,12.330027
llama3.2:1b,4,truncate,700,4,867,575,13.153412
llama3.2:1b,4,truncate,700,5,886,587,12.944378
llama3.2:1b,4,truncate,700,6,904,598,12.459608
llama3.2:1b,4,truncate,700,7,922,611,13.209242
llama3.2:1b,0,uniform,700,0,463,306,3.313612
llama3.2:1b,0,uniform,700,1,832,551,13.26477
llama3.2:1b,0,uniform,700,2,289,201,3.278872
llama3.2:1b,0,uniform,700,3,345,242,4.749492
llama3.2:1b,0,uniform,700,4,401,283,4.745363
llama3.2:1b,0,uniform,700,5,457,325,4.771492
llama3.2:1b,0,uniform,700,6,513,366,4.755893
llama3.2:1b,0,uniform,700,7,569,407,4.928443
llama3.2:1b,1,uniform,700,0,463,305,3.183358
llama3.2:1b,1,uniform,700,1,832,550,12.713121
llama3.2:1b,1,uniform,700,2,289,201,3.163382
llama3.2:1b,1,uniform,700,3,345,242,4.814241
llama3.2:1b,1,uniform,700,4,401,284,4.782478
llama3.2:1b,1,uniform,700,5,457,325,4.710861
llama3.2:1b,1,uniform,700,6,513,366,4.858366
llama3.2:1b,1,uniform,700,7,569,408,4.579314
llama3.2:1b,2,uniform,700,0,463,306,3.681272
llama3.2:1b,2,uniform,700,1,832,551,13.1095
llama3.2:1b,2,uniform,700,2,269,188,3.294304
llama3.2:1b,2,uniform,700,3,325,229,5.346747
llama3.2:1b,2,uniform,700,4,381,270,5.075686
llama3.2:1b,2,uniform,700,5,437,312,5.09275
llama3.2:1b,2,uniform,700,6,493,353,5.135026
llama3.2:1b,2,uniform,700,7,549,395,5.410543
llama3.2:1b,3,uniform,700,0,463,306,3.326435
llama3.2:1b,3,uniform,700,1,832,551,13.763045
llama3.2:1b,3,uniform,700,2,289,201,3.266642
llama3.2:1b,3,uniform,700,3,345,242,5.430925
llama3.2:1b,3,uniform,700,4,401,283,5.392498
llama3.2:1b,3,uniform,700,5,457,325,4.960906
llama3.2:1b,3,uniform,700,6,513,366,5.265071
llama3.2:1b,3,uniform,700,7,569,407,5.104134
llama3.2:1b,4,uniform,700,0,463,305,3.530296
llama3.2:1b,4,uniform,700,1,832,550,14.165189
llama3.2:1b,4,uniform,700,2,289,201,3.994567
llama3.2:1b,4,uniform,700,3,345,242,5.378953
llama3.2:1b,4,uniform,700,4,401,283,5.209415
llama3.2:1b,4,uniform,700,5,457,324,5.020991
llama3.2:1b,4,uniform,700,6,513,366,5.059777
llama3.2:1b,4,uniform,700,7,569,407,4.984462
llama3.2:1b,0,truncate,1200,0,463,306,3.412114
llama3.2:1b,0,truncate,1200,1,832,551,14.139824
llama3.2:1b,0,truncate,1200,2,1201,795,14.129238
llama3.2:1b,0,truncate,1200,3,1561,1033,14.854623
llama3.2:1b,0,truncate,1200,4,1570,1039,25.161905
llama3.2:1b,0,truncate,1200,5,1580,1047,25.140103
llama3.2:1b,0,truncate,1200,6,1592,1052,26.007032
llama3.2:1b,0,truncate,1200,7,1611,1065,24.183113
llama3.2:1b,1,truncate,1200,0,463,305,3.54665
llama3.2:1b,1,truncate,1200,1,832,550,13.939076
llama3.2:1b,1,truncate,1200,2,1201,795,15.252035
llama3.2:1b,1,truncate,1200,3,1561,1034,15.47671
llama3.2:1b,1,truncate,1200,4,1572,1041,26.457649
llama3.2:1b,1,truncate,1200,5,1584,1048,26.915638
llama3.2:1b,1,truncate,1200,6,1596,1054,26.340429
llama3.2:1b,1,truncate,1200,7,1615,1066,25.374362
llama3.2:1b,2,truncate,1200,0,463,306,3.569405
llama3.2:1b,2,truncate,1200,1,832,551,13.852603
llama3.2:1b,2,truncate,1200,2,1201,795,14.490388
llama3.2:1b,2,truncate,1200,3,1561,1034,14.786491
llama3.2:1b,2,truncate,1200,4,1571,1039,23.35488
llama3.2:1b,2,truncate,1200,5,1581,1044,23.128819
llama3.2:1b,2,truncate,1200,6,1592,1052,21.68926
llama3.2:1b,2,truncate,1200,7,1613,1064,21.991716
llama3.2:1b,3,truncate,1200,0,463,306,3.193122
llama3.2:1b,3,truncate,1200,1,832,551,11.73523
llama3.2:1b,3,truncate,1200,2,1201,796,12.657306
llama3.2:1b,3,truncate,1200,3,1561,1035,12.790122
llama3.2:1b,3,truncate,1200,4,1573,1042,21.629224
llama3.2:1b,3,truncate,1200,5,1583,1048,22.103036
llama3.2:1b,3,truncate,1200,6,1594,1053,22.234433
llama3.2:1b,3,truncate,1200,7,1613,1064,22.310994
llama3.2:1b,4,truncate,1200,0,463,305,3.440284
llama3.2:1b,4,truncate,1200,1,832,550,12.253092
llama3.2:1b,4,truncate,1200,2,1201,794,13.030938
llama3.2:1b,4,truncate,1200,3,1561,1033,12.959852
llama3.2:1b,4,truncate,1200,4,1570,1040,21.697211
llama3.2:1b,4,truncate,1200,5,1579,1046,21.850484
llama3.2:1b,4,truncate,1200,6,1587,1053,22.888995
llama3.2:1b,4,truncate,1200,7,1606,1065,22.233505
llama3.2:1b,0,uniform,1200,0,463,306,3.176221
llama3.2:1b,0,uniform,1200,1,832,551,12.199668
llama3.2:1b,0,uniform,1200,2,1201,795,12.233656
llama3.2:1b,0,uniform,1200,3,1561,1033,12.952767
llama3.2:1b,0,uniform,1200,4,401,283,3.411861
llama3.2:1b,0,uniform,1200,5,457,325,4.728466
llama3.2:1b,0,uniform,1200,6,513,366,4.839711
llama3.2:1b,0,uniform,1200,7,569,407,4.824676
llama3.2:1b,1,uniform,1200,0,463,305,3.090684
llama3.2:1b,1,uniform,1200,1,832,550,12.937128
llama3.2:1b,1,uniform,1200,2,1201,795,12.212837
llama3.2:1b,1,uniform,1200,3,1561,1034,13.678117
llama3.2:1b,1,uniform,1200,4,401,284,3.426271
llama3.2:1b,1,uniform,1200,5,457,325,4.850438
llama3.2:1b,1,uniform,1200,6,513,366,4.9157
llama3.2:1b,1,uniform,1200,7,569,408,4.752464
llama3.2:1b,2,uniform,1200,0,463,306,3.216356
llama3.2:1b,2,uniform,1200,1,832,551,12.583649
llama3.2:1b,2,uniform,1200,2,1201,795,12.468755
llama3.2:1b,2,uniform,1200,3,1561,1034,12.974205
llama3.2:1b,2,uniform,1200,4,381,270,3.465206
llama3.2:1b,2,uniform,1200,5,437,312,4.999736
llama3.2:1b,2,uniform,1200,6,493,353,4.784637
llama3.2:1b,2,uniform,1200,7,549,395,4.811043
llama3.2:1b,3,uniform,1200,0,463,306,3.201944
llama3.2:1b,3,uniform,1200,1,832,551,12.432532
llama3.2:1b,3,uniform,1200,2,1201,796,12.060339
llama3.2:1b,3,uniform,1200,3,1561,1035,12.629131
llama3.2:1b,3,uniform,1200,4,401,283,3.474156
llama3.2:1b,3,uniform,1200,5,457,325,4.686938
llama3.2:1b,3,uniform,1200,6,513,366,4.992038
llama3.2:1b,3,uniform,1200,7,569,407,4.913765
llama3.2:1b,4,uniform,1200,0,463,305,3.388211
llama3.2:1b,4,uniform,1200,1,832,550,12.192867
llama3.2:1b,4,uniform,1200,2,1201,794,12.422714
llama3.2:1b,4,uniform,1200,3,1561,1033,12.709128
llama3.2:1b,4,uniform,1200,4,401,283,3.598605
llama3.2:1b,4,uniform,1200,5,457,324,4.556166
llama3.2:1b,4,uniform,1200,6,513,366,4.932704
llama3.2:1b,4,uniform,1200,7,569,407,4.693745
qwen2.5:1.5b,0,truncate,400,0,306,306,3.856242
qwen2.5:1.5b,0,truncate,400,1,317,317,3.809803
qwen2.5:1.5b,0,truncate,400,2,329,329,3.798347
qwen2.5:1.5b,0,truncate,400,3,335,335,3.769703
qwen2.5:1.5b,0,truncate,400,4,348,348,3.775286
qwen2.5:1.5b,0,truncate,400,5,361,361,5.4202
qwen2.5:1.5b,0,truncate,400,6,371,371,5.580309
qwen2.5:1.5b,0,truncate,400,7,384,384,5.308745
qwen2.5:1.5b,1,truncate,400,0,305,305,5.028035
qwen2.5:1.5b,1,truncate,400,1,318,318,5.272689
qwen2.5:1.5b,1,truncate,400,2,329,329,4.953539
qwen2.5:1.5b,1,truncate,400,3,336,336,5.049353
qwen2.5:1.5b,1,truncate,400,4,349,349,5.02966
qwen2.5:1.5b,1,truncate,400,5,361,361,4.941173
qwen2.5:1.5b,1,truncate,400,6,372,372,4.938767
qwen2.5:1.5b,1,truncate,400,7,384,384,4.928898
qwen2.5:1.5b,2,truncate,400,0,306,306,5.025661
qwen2.5:1.5b,2,truncate,400,1,319,319,4.956586
qwen2.5:1.5b,2,truncate,400,2,328,328,4.974733
qwen2.5:1.5b,2,truncate,400,3,336,336,4.946724
qwen2.5:1.5b,2,truncate,400,4,347,347,5.033594
qwen2.5:1.5b,2,truncate,400,5,360,360,4.896469
qwen2.5:1.5b,2,truncate,400,6,372,372,4.91705
qwen2.5:1.5b,2,truncate,400,7,384,384,5.027412
qwen2.5:1.5b,3,truncate,400,0,306,306,4.952353
qwen2.5:1.5b,3,truncate,400,1,318,318,4.978291
qwen2.5:1.5b,3,truncate,400,2,330,330,4.970849
qwen2.5:1.5b,3,truncate,400,3,337,337,4.699465
qwen2.5:1.5b,3,truncate,400,4,349,349,4.9975
qwen2.5:1.5b,3,truncate,400,5,360,360,4.940722
qwen2.5:1.5b,3,truncate,400,6,371,371,4.958902
qwen2.5:1.5b,3,truncate,400,7,383,383,5.026975
qwen2.5:1.5b,4,truncate,400,0,305,305,4.928118
qwen2.5:1.5b,4,truncate,400,1,318,318,5.022827
qwen2.5:1.5b,4,truncate,400,2,328,328,4.968725
qwen2.5:1.5b,4,truncate,400,3,336,336,5.005388
qwen2.5:1.5b,4,truncate,400,4,348,348,5.369749
qwen2.5:1.5b,4,truncate,400,5,360,360,4.945933
qwen2.5:1.5b,4,truncate,400,6,371,371,5.144714
qwen2.5:1.5b,4,truncate,400,7,385,385,4.959338
qwen2.5:1.5b,0,uniform,400,0,306,306,4.974954
qwen2.5:1.5b,0,uniform,400,1,154,154,4.922173
qwen2.5:1.5b,0,uniform,400,2,201,201,4.948891
qwen2.5:1.5b,0,uniform,400,3,242,242,4.949615
qwen2.5:1.5b,0,uniform,400,4,283,283,5.012206
qwen2.5:1.5b,0,uniform,400,5,325,325,4.951588
qwen2.5:1.5b,0,uniform,400,6,366,366,4.957932
qwen2.5:1.5b,0,uniform,400,7,407,407,5.291994
qwen2.5:1.5b,1,uniform,400,0,305,305,4.965856
qwen2.5:1.5b,1,uniform,400,1,154,154,5.231737
qwen2.5:1.5b,1,uniform,400,2,201,201,4.930926
qwen2.5:1.5b,1,uniform,400,3,242,242,4.952797
qwen2.5:1.5b,1,uniform,400,4,284,284,4.963305
qwen2.5:1.5b,1,uniform,400,5,325,325,4.928612
qwen2.5:1.5b,1,uniform,400,6,366,366,4.924825
qwen2.5:1.5b,1,uniform,400,7,408,408,4.920789
qwen2.5:1.5b,2,uniform,400,0,306,306,4.951272
qwen2.5:1.5b,2,uniform,400,1,154,154,5.053934
qwen2.5:1.5b,2,uniform,400,2,188,188,5.016751
qwen2.5:1.5b,2,uniform,400,3,229,229,4.994571
qwen2.5:1.5b,2,uniform,400,4,270,270,4.706831
qwen2.5:1.5b,2,uniform,400,5,312,312,4.88176
qwen2.5:1.5b,2,uniform,400,6,353,353,5.281409
qwen2.5:1.5b,2,uniform,400,7,395,395,5.312577
qwen2.5:1.5b,3,uniform,400,0,306,306,4.938168
qwen2.5:1.5b,3,uniform,400,1,154,154,4.937853
qwen2.5:1.5b,3,uniform,400,2,201,201,4.916505
qwen2.5:1.5b,3,uniform,400,3,242,242,4.919918
qwen2.5:1.5b,3,uniform,400,4,283,283,4.96411
qwen2.5:1.5b,3,uniform,400,5,325,325,4.966801
qwen2.5:1.5b,3,uniform,400,6,366,366,4.983374
qwen2.5:1.5b,3,uniform,400,7,407,407,4.949663
qwen2.5:1.5b,4,uniform,400,0,305,305,4.953074
qwen2.5:1.5b,4,uniform,400,1,154,154,4.926652
qwen2.5:1.5b,4,uniform,400,2,201,201,5.122209
qwen2.5:1.5b,4,uniform,400,3,242,242,4.981565
qwen2.5:1.5b,4,uniform,400,4,283,283,5.263211
qwen2.5:1.5b,4,uniform,400,5,324,324,5.047731
qwen2.5:1.5b,4,uniform,400,6,366,366,4.948383
qwen2.5:1.5b,4,uniform,400,7,407,407,4.945571
qwen2.5:1.5b,0,truncate,700,0,306,306,4.969149
qwen2.5:1.5b,0,truncate,700,1,551,551,5.043753
qwen2.5:1.5b,0,truncate,700,2,562,562,4.944673
qwen2.5:1.5b,0,truncate,700,3,567,567,4.953743
qwen2.5:1.5b,0,truncate,700,4,575,575,4.97008
qwen2.5:1.5b,0,truncate,700,5,588,588,4.954387
qwen2.5:1.5b,0,truncate,700,6,599,599,4.931173
qwen2.5:1.5b,0,truncate,700,7,610,610,4.929255
qwen2.5:1.5b,1,truncate,700,0,305,305,5.219809
qwen2.5:1.5b,1,truncate,700,1,550,550,5.272103
qwen2.5:1.5b,1,truncate,700,2,562,562,5.00465
qwen2.5:1.5b,1,truncate,700,3,568,568,5.002833
qwen2.5:1.5b,1,truncate,700,4,576,576,4.936987
qwen2.5:1.5b,1,truncate,700,5,588,588,5.027298
qwen2.5:1.5b,1,truncate,700,6,599,599,4.985325
qwen2.5:1.5b,1,truncate,700,7,611,611,4.934483
qwen2.5:1.5b,2,truncate,700,0,306,306,4.974061
qwen2.5:1.5b,2,truncate,700,1,551,551,4.978492
qwen2.5:1.5b,2,truncate,700,2,562,562,4.93534
qwen2.5:1.5b,2,truncate,700,3,567,567,5.024997
qwen2.5:1.5b,2,truncate,700,4,574,574,4.998482
qwen2.5:1.5b,2,truncate,700,5,586,586,4.933912
qwen2.5:1.5b,2,truncate,700,6,599,599,5.276126
qwen2.5:1.5b,2,truncate,700,7,611,611,4.951815
qwen2.5:1.5b,3,truncate,700,0,306,306,4.936834
qwen2.5:1.5b,3,truncate,700,1,551,551,4.929578
qwen2.5:1.5b,3,truncate,700,2,563,563,5.015521
qwen2.5:1.5b,3,truncate,700,3,569,569,4.970343
qwen2.5:1.5b,3,truncate,700,4,576,576,4.986885
qwen2.5:1.5b,3,truncate,700,5,587,587,4.93766
qwen2.5:1.5b,3,truncate,700,6,598,598,4.934827
qwen2.5:1.5b,3,truncate,700,7,609,609,4.956801
qwen2.5:1.5b,4,truncate,700,0,305,305,4.950205
qwen2.5:1.5b,4,truncate,700,1,550,550,5.037416
qwen2.5:1.5b,4,truncate,700,2,561,561,5.265426
qwen2.5:1.5b,4,truncate,700,3,567,567,4.948545
qwen2.5:1.5b,4,truncate,700,4,575,575,5.067754
qwen2.5:1.5b,4,truncate,700,5,587,587,4.987625
qwen2.5:1.5b,4,truncate,700,6,598,598,5.103294
qwen2.5:1.5b,4,truncate,700,7,611,611,4.925499
qwen2.5:1.5b,0,uniform,700,0,306,306,4.920717
qwen2.5:1.5b,0,uniform,700,1,551,551,4.922529
qwen2.5:1.5b,0,uniform,700,2,201,201,4.897639
qwen2.5:1.5b,0,uniform,700,3,242,242,4.724732
qwen2.5:1.5b,0,uniform,700,4,283,283,4.9567
qwen2.5:1.5b,0,uniform,700,5,325,325,5.037382
qwen2.5:1.5b,0,uniform,700,6,366,366,4.857058
qwen2.5:1.5b,0,uniform,700,7,407,407,4.898442
qwen2.5:1.5b,1,uniform,700,0,305,305,4.903017
qwen2.5:1.5b,1,uniform,700,1,550,550,5.248499
qwen2.5:1.5b,1,uniform,700,2,201,201,4.972623
qwen2.5:1.5b,1,uniform,700,3,242,242,4.93866
qwen2.5:1.5b,1,uniform,700,4,284,284,4.946352
qwen2.5:1.5b,1,uniform,700,5,325,325,4.8957
qwen2.5:1.5b,1,uniform,700,6,366,366,5.085428
qwen2.5:1.5b,1,uniform,700,7,408,408,5.069325
qwen2.5:1.5b,2,uniform,700,0,306,306,5.041298
qwen2.5:1.5b,2,uniform,700,1,551,551,4.998788
qwen2.5:1.5b,2,uniform,700,2,188,188,4.943582
qwen2.5:1.5b,2,uniform,700,3,229,229,4.906493
qwen2.5:1.5b,2,uniform,700,4,270,270,4.943392
qwen2.5:1.5b,2,uniform,700,5,312,312,4.955765
qwen2.5:1.5b,2,uniform,700,6,353,353,5.289556
qwen2.5:1.5b,2,uniform,700,7,395,395,4.94513
qwen2.5:1.5b,3,uniform,700,0,306,306,5.121203
qwen2.5:1.5b,3,uniform,700,1,551,551,4.941831
qwen2.5:1.5b,3,uniform,700,2,201,201,4.983799
qwen2.5:1.5b,3,uniform,700,3,242,242,4.993557
qwen2.5:1.5b,3,uniform,700,4,283,283,4.972242
qwen2.5:1.5b,3,uniform,700,5,325,325,4.694322
qwen2.5:1.5b,3,uniform,700,6,366,366,4.680341
qwen2.5:1.5b,3,uniform,700,7,407,407,5.010891
qwen2.5:1.5b,4,uniform,700,0,305,305,4.953042
qwen2.5:1.5b,4,uniform,700,1,550,550,4.945077
qwen2.5:1.5b,4,uniform,700,2,201,201,5.00596
qwen2.5:1.5b,4,uniform,700,3,242,242,5.249471
qwen2.5:1.5b,4,uniform,700,4,283,283,5.022817
qwen2.5:1.5b,4,uniform,700,5,324,324,4.924257
qwen2.5:1.5b,4,uniform,700,6,366,366,4.972271
qwen2.5:1.5b,4,uniform,700,7,407,407,4.920154
qwen2.5:1.5b,0,truncate,1200,0,306,306,4.962781
qwen2.5:1.5b,0,truncate,1200,1,551,551,5.011329
qwen2.5:1.5b,0,truncate,1200,2,795,795,4.930481
qwen2.5:1.5b,0,truncate,1200,3,1033,1033,4.975514
qwen2.5:1.5b,0,truncate,1200,4,1039,1039,5.0282
qwen2.5:1.5b,0,truncate,1200,5,1047,1047,4.957263
qwen2.5:1.5b,0,truncate,1200,6,1052,1052,4.974336
qwen2.5:1.5b,0,truncate,1200,7,1065,1065,4.981595
qwen2.5:1.5b,1,truncate,1200,0,305,305,4.944579
qwen2.5:1.5b,1,truncate,1200,1,550,550,5.062681
qwen2.5:1.5b,1,truncate,1200,2,795,795,4.895701
qwen2.5:1.5b,1,truncate,1200,3,1034,1034,4.944139
qwen2.5:1.5b,1,truncate,1200,4,1041,1041,4.948425
qwen2.5:1.5b,1,truncate,1200,5,1048,1048,5.129013
qwen2.5:1.5b,1,truncate,1200,6,1054,1054,4.95826
qwen2.5:1.5b,1,truncate,1200,7,1066,1066,4.973571
qwen2.5:1.5b,2,truncate,1200,0,306,306,5.009874
qwen2.5:1.5b,2,truncate,1200,1,551,551,4.936803
qwen2.5:1.5b,2,truncate,1200,2,795,795,5.0096
qwen2.5:1.5b,2,truncate,1200,3,1034,1034,4.977963
qwen2.5:1.5b,2,truncate,1200,4,1039,1039,5.023655
qwen2.5:1.5b,2,truncate,1200,5,1044,1044,4.921627
qwen2.5:1.5b,2,truncate,1200,6,1052,1052,5.246792
qwen2.5:1.5b,2,truncate,1200,7,1064,1064,4.897949
qwen2.5:1.5b,3,truncate,1200,0,306,306,4.91315
qwen2.5:1.5b,3,truncate,1200,1,551,551,4.689821
qwen2.5:1.5b,3,truncate,1200,2,796,796,5.092002
qwen2.5:1.5b,3,truncate,1200,3,1035,1035,5.028983
qwen2.5:1.5b,3,truncate,1200,4,1042,1042,4.939857
qwen2.5:1.5b,3,truncate,1200,5,1048,1048,5.236287
qwen2.5:1.5b,3,truncate,1200,6,1053,1053,4.976604
qwen2.5:1.5b,3,truncate,1200,7,1064,1064,4.999674
qwen2.5:1.5b,4,truncate,1200,0,305,305,4.957463
qwen2.5:1.5b,4,truncate,1200,1,550,550,4.948125
qwen2.5:1.5b,4,truncate,1200,2,794,794,4.934057
qwen2.5:1.5b,4,truncate,1200,3,1033,1033,5.275659
qwen2.5:1.5b,4,truncate,1200,4,1040,1040,5.079398
qwen2.5:1.5b,4,truncate,1200,5,1046,1046,5.104708
qwen2.5:1.5b,4,truncate,1200,6,1053,1053,4.920672
qwen2.5:1.5b,4,truncate,1200,7,1065,1065,5.005234
qwen2.5:1.5b,0,uniform,1200,0,306,306,4.966551
qwen2.5:1.5b,0,uniform,1200,1,551,551,4.943355
qwen2.5:1.5b,0,uniform,1200,2,795,795,4.979389
qwen2.5:1.5b,0,uniform,1200,3,1033,1033,4.949073
qwen2.5:1.5b,0,uniform,1200,4,283,283,5.072871
qwen2.5:1.5b,0,uniform,1200,5,325,325,5.062251
qwen2.5:1.5b,0,uniform,1200,6,366,366,5.338588
qwen2.5:1.5b,0,uniform,1200,7,407,407,4.958578
qwen2.5:1.5b,1,uniform,1200,0,305,305,5.26085
qwen2.5:1.5b,1,uniform,1200,1,550,550,5.034645
qwen2.5:1.5b,1,uniform,1200,2,795,795,4.92954
qwen2.5:1.5b,1,uniform,1200,3,1034,1034,5.040228
qwen2.5:1.5b,1,uniform,1200,4,284,284,4.939131
qwen2.5:1.5b,1,uniform,1200,5,325,325,5.083783
qwen2.5:1.5b,1,uniform,1200,6,366,366,4.951905
qwen2.5:1.5b,1,uniform,1200,7,408,408,5.108517
qwen2.5:1.5b,2,uniform,1200,0,306,306,4.93652
qwen2.5:1.5b,2,uniform,1200,1,551,551,4.938971
qwen2.5:1.5b,2,uniform,1200,2,795,795,4.717484
qwen2.5:1.5b,2,uniform,1200,3,1034,1034,4.949578
qwen2.5:1.5b,2,uniform,1200,4,270,270,4.983653
qwen2.5:1.5b,2,uniform,1200,5,312,312,4.97853
qwen2.5:1.5b,2,uniform,1200,6,353,353,5.506191
qwen2.5:1.5b,2,uniform,1200,7,395,395,4.965285
qwen2.5:1.5b,3,uniform,1200,0,306,306,4.958784
qwen2.5:1.5b,3,uniform,1200,1,551,551,4.943882
qwen2.5:1.5b,3,uniform,1200,2,796,796,4.948328
qwen2.5:1.5b,3,uniform,1200,3,1035,1035,4.95091
qwen2.5:1.5b,3,uniform,1200,4,283,283,4.931619
qwen2.5:1.5b,3,uniform,1200,5,325,325,3.792773
qwen2.5:1.5b,3,uniform,1200,6,366,366,4.087636
qwen2.5:1.5b,3,uniform,1200,7,407,407,4.151416
qwen2.5:1.5b,4,uniform,1200,0,305,305,5.000696
qwen2.5:1.5b,4,uniform,1200,1,550,550,3.803149
qwen2.5:1.5b,4,uniform,1200,2,794,794,3.834309
qwen2.5:1.5b,4,uniform,1200,3,1033,1033,3.825827
qwen2.5:1.5b,4,uniform,1200,4,283,283,4.413883
qwen2.5:1.5b,4,uniform,1200,5,324,324,3.832997
qwen2.5:1.5b,4,uniform,1200,6,366,366,3.838301
qwen2.5:1.5b,4,uniform,1200,7,407,407,4.051855
gemma2:2b,0,truncate,400,0,306,306,5.500127
gemma2:2b,0,truncate,400,1,317,317,5.361621
gemma2:2b,0,truncate,400,2,329,329,5.334662
gemma2:2b,0,truncate,400,3,335,335,5.332214
gemma2:2b,0,truncate,400,4,348,348,5.371744
gemma2:2b,0,truncate,400,5,361,361,5.29005
gemma2:2b,0,truncate,400,6,371,371,5.358835
gemma2:2b,0,truncate,400,7,384,384,5.401805
gemma2:2b,1,truncate,400,0,305,305,5.313313
gemma2:2b,1,truncate,400,1,318,318,4.414386
gemma2:2b,1,truncate,400,2,329,329,5.442317
gemma2:2b,1,truncate,400,3,336,336,5.078684
gemma2:2b,1,truncate,400,4,349,349,5.055158
gemma2:2b,1,truncate,400,5,361,361,5.315219
gemma2:2b,1,truncate,400,6,372,372,5.105671
gemma2:2b,1,truncate,400,7,384,384,5.355986
gemma2:2b,2,truncate,400,0,306,306,5.040662
gemma2:2b,2,truncate,400,1,319,319,5.064245
gemma2:2b,2,truncate,400,2,328,328,5.054819
gemma2:2b,2,truncate,400,3,336,336,5.350333
gemma2:2b,2,truncate,400,4,347,347,5.056132
gemma2:2b,2,truncate,400,5,360,360,5.271927
gemma2:2b,2,truncate,400,6,372,372,5.285715
gemma2:2b,2,truncate,400,7,384,384,5.434957
gemma2:2b,3,truncate,400,0,306,306,5.310518
gemma2:2b,3,truncate,400,1,318,318,5.369528
gemma2:2b,3,truncate,400,2,330,330,5.320067
gemma2:2b,3,truncate,400,3,337,337,5.357952
gemma2:2b,3,truncate,400,4,349,349,5.36031
gemma2:2b,3,truncate,400,5,360,360,5.320669
gemma2:2b,3,truncate,400,6,371,371,5.532565
gemma2:2b,3,truncate,400,7,383,383,5.251599
gemma2:2b,4,truncate,400,0,305,305,5.329922
gemma2:2b,4,truncate,400,1,318,318,5.293309
gemma2:2b,4,truncate,400,2,328,328,5.311237
gemma2:2b,4,truncate,400,3,336,336,5.369205
gemma2:2b,4,truncate,400,4,348,348,5.298823
gemma2:2b,4,truncate,400,5,360,360,5.291254
gemma2:2b,4,truncate,400,6,371,371,5.380191
gemma2:2b,4,truncate,400,7,385,385,5.303024
gemma2:2b,0,uniform,400,0,306,306,5.389374
gemma2:2b,0,uniform,400,1,154,154,5.616218
gemma2:2b,0,uniform,400,2,201,201,5.330593
gemma2:2b,0,uniform,400,3,242,242,5.370424
gemma2:2b,0,uniform,400,4,283,283,5.325289
gemma2:2b,0,uniform,400,5,325,325,5.384036
gemma2:2b,0,uniform,400,6,366,366,7.788503
gemma2:2b,0,uniform,400,7,407,407,5.42964
gemma2:2b,1,uniform,400,0,305,305,5.31824
gemma2:2b,1,uniform,400,1,154,154,5.355349
gemma2:2b,1,uniform,400,2,201,201,5.333162
gemma2:2b,1,uniform,400,3,242,242,5.378268
gemma2:2b,1,uniform,400,4,284,284,5.328955
gemma2:2b,1,uniform,400,5,325,325,5.318448
gemma2:2b,1,uniform,400,6,366,366,5.336728
gemma2:2b,1,uniform,400,7,408,408,5.332627
gemma2:2b,2,uniform,400,0,306,306,5.331336
gemma2:2b,2,uniform,400,1,154,154,5.782616
gemma2:2b,2,uniform,400,2,188,188,5.375961
gemma2:2b,2,uniform,400,3,229,229,5.675383
gemma2:2b,2,uniform,400,4,270,270,5.408609
gemma2:2b,2,uniform,400,5,312,312,5.366589
gemma2:2b,2,uniform,400,6,353,353,5.420656
gemma2:2b,2,uniform,400,7,395,395,5.363887
gemma2:2b,3,uniform,400,0,306,306,5.072147
gemma2:2b,3,uniform,400,1,154,154,5.049186
gemma2:2b,3,uniform,400,2,201,201,5.099676
gemma2:2b,3,uniform,400,3,242,242,5.421842
gemma2:2b,3,uniform,400,4,283,283,5.067674
gemma2:2b,3,uniform,400,5,325,325,5.104106
gemma2:2b,3,uniform,400,6,366,366,5.082329
gemma2:2b,3,uniform,400,7,407,407,5.353838
gemma2:2b,4,uniform,400,0,305,305,5.128745
